No,Restaurant,Rating,Number of Comments,Cuisine,Budget,Locality,URL,Image URL
137,,,,,,Taksim,https://www.zomato.com/istanbul/kumkap%C4%B1-tiryaki-kumkap%C4%B1-istanbul/info,
138,,,,,,Taksim,https://www.zomato.com/istanbul/t%C3%BCrk%C3%A7e-meze-terrace-suites-otel-s%C3%BCtl%C3%BCce-istanbul/info,
139,,,,,,Taksim,https://www.zomato.com/istanbul/%C3%A7apari-restaurant-1966-kumkap%C4%B1-istanbul/info,
140,,,,,,Taksim,https://www.zomato.com/istanbul/falyanos-restaurant-1-sultanahmet-istanbul/info,
141,,,,,,Taksim,https://www.zomato.com/istanbul/ak%C4%B1n-bal%C4%B1k-karak%C3%B6y-istanbul/info,
142,,,,,,Taksim,https://www.zomato.com/istanbul/be%C5%9Fikta%C5%9Fta-bir-meyhane-2-be%C5%9Fikta%C5%9F-merkez-istanbul/info,
143,,,,,,Taksim,https://www.zomato.com/istanbul/neyle-meyle-taksim-istanbul/info,
144,,,,,,Taksim,https://www.zomato.com/istanbul/%C3%A7a%C4%9Flar-restaurant-taksim-istanbul/info,
145,,,,,,Taksim,https://www.zomato.com/istanbul/hayat-cihangir-cihangir-istanbul/info,
146,,,,,,Taksim,https://www.zomato.com/istanbul/sofyal%C4%B1-9-asmal%C4%B1mescit-istanbul/info,
147,,,,,,Taksim,https://www.zomato.com/istanbul/nuran-meyhane-ni%C5%9Fanta%C5%9F%C4%B1-istanbul/info,
148,,,,,,Taksim,https://www.zomato.com/istanbul/neyzen-fish-restaurant-kumkap%C4%B1-istanbul/info,
149,,,,,,Taksim,https://www.zomato.com/istanbul/galata-alt%C4%B1n-bal%C4%B1k-restaurant-1-emin%C3%B6n%C3%BC-merkez-istanbul/info,
150,,,,,,Taksim,https://www.zomato.com/istanbul/galapera-emin%C3%B6n%C3%BC-merkez-istanbul/info,
151,,,,,,Taksim,https://www.zomato.com/istanbul/i%CC%87stanbul-bal%C4%B1k-restaurant-emin%C3%B6n%C3%BC-merkez-istanbul/info,
152,,,,,,Taksim,https://www.zomato.com/istanbul/galata-orfoz-bal%C4%B1k-emin%C3%B6n%C3%BC-merkez-istanbul/info,
153,,,,,,Taksim,https://www.zomato.com/istanbul/pera-thai-si%C5%9Fhane-istanbul/info,
154,,,,,,Taksim,https://www.zomato.com/istanbul/que-tal-tapas-sangria-gastro-pub-si%C5%9Fhane-istanbul/info,
155,,,,,,Taksim,https://www.zomato.com/istanbul/victoria-ocakba%C5%9F%C4%B1-meyhane-1-asmal%C4%B1mescit-istanbul/info,
156,,,,,,Taksim,https://www.zomato.com/istanbul/boncuklu-restaurant-asmal%C4%B1mescit-istanbul/info,
157,,,,,,Taksim,https://www.zomato.com/istanbul/antebi-restoran-opera-hotel-g%C3%BCm%C3%BC%C5%9Fsuyu-istanbul/info,
158,,,,,,Taksim,https://www.zomato.com/istanbul/asmal%C4%B1-cavit-restaurant-asmal%C4%B1mescit-istanbul/info,
159,,,,,,Taksim,https://www.zomato.com/istanbul/hamdi-restaurant-radisson-blu-hotel-istanbul-pera-asmal%C4%B1mescit-istanbul/info,
160,,,,,,Taksim,https://www.zomato.com/istanbul/divan-lokanta-divan-i%CC%87stanbul-g%C3%BCm%C3%BC%C5%9Fsuyu-istanbul/info,
161,,,,,,Taksim,https://www.zomato.com/istanbul/man%C3%A2-karak%C3%B6y-istanbul/info,
162,,,,,,Taksim,https://www.zomato.com/istanbul/ni%C5%9Fanta%C5%9F%C4%B1-ba%C5%9Fk%C3%B6%C5%9Fe-ni%C5%9Fanta%C5%9F%C4%B1-istanbul/info,
163,,,,,,Taksim,https://www.zomato.com/istanbul/ni%C5%9Fanta%C5%9F-meyhanesi-ni%C5%9Fanta%C5%9F%C4%B1-istanbul/info,
164,,,,,,Taksim,https://www.zomato.com/istanbul/istanbul-meze-bar-ortak%C3%B6y-merkez-istanbul/info,
165,,,,,,Taksim,https://www.zomato.com/istanbul/glens-istanbul-nish-palas-istanbul-ni%C5%9Fanta%C5%9F%C4%B1-istanbul/info,
166,,,,,,Taksim,https://www.zomato.com/istanbul/the-grand-lobby-hilton-stanbul-bomonti-hotel-conference-center-bomonti/info,
167,,,,,,Taksim,https://www.zomato.com/istanbul/lounge-park-hyatt-i%CC%87stanbul-ni%C5%9Fanta%C5%9F%C4%B1-istanbul/info,
168,,,,,,Taksim,https://www.zomato.com/istanbul/nars-brasserie-1-sultanahmet-istanbul/info,
169,,,,,,Taksim,https://www.zomato.com/istanbul/hatay-medeniyetler-sofras%C4%B1-taksim-istanbul/info,
170,,,,,,Taksim,https://www.zomato.com/istanbul/krependeki-i%CC%87mroz-taksim-istanbul/info,
171,,,,,,Taksim,https://www.zomato.com/istanbul/%C5%9Fehir-meyhanesi-taksim-istanbul/info,
172,,,,,,Taksim,https://www.zomato.com/istanbul/i%CC%87kinci-bahar-taksim-istanbul/info,
173,,,,,,Taksim,https://www.zomato.com/istanbul/tuti-restaurant-the-marmara-taksim-taksim-istanbul/info,
174,,,,,,Taksim,https://www.zomato.com/istanbul/litera-avluu-taksim-istanbul/info,
175,,,,,,Taksim,https://www.zomato.com/istanbul/%C3%A7ok-%C3%A7ok-thai-asmal%C4%B1mescit-istanbul/info,
176,,,,,,Taksim,https://www.zomato.com/istanbul/yakup-2-restoran-asmal%C4%B1mescit-istanbul/info,
177,,,,,,Taksim,https://www.zomato.com/istanbul/anton-peran-galata-istanbul/info,
178,,,,,,Taksim,https://www.zomato.com/istanbul/asmal%C4%B1-saki-meyhanesi-asmal%C4%B1mescit-istanbul/info,
179,,,,,,Taksim,https://www.zomato.com/istanbul/mavi-melek-asmal%C4%B1mescit-istanbul/info,
180,,,,,,Taksim,https://www.zomato.com/istanbul/demeti-meyhanesi-cihangir-istanbul/info,
181,,,,,,Taksim,https://www.zomato.com/istanbul/maromi-by-divan-divan-istanbul-otel-g%C3%BCm%C3%BC%C5%9Fsuyu-istanbul/info,
182,,,,,,Taksim,https://www.zomato.com/istanbul/abone-pera-the-gytha-hotel-asmal%C4%B1mescit-istanbul/info,
183,,,,,,Taksim,https://www.zomato.com/istanbul/nevi-lokma-sheraton-istanbul-city-center-hotel-dolapdere-istanbul/info,
184,,,,,,Taksim,https://www.zomato.com/istanbul/armada-teras-restaurant-armada-otel-sultanahmet-istanbul/info,
185,,,,,,Taksim,https://www.zomato.com/istanbul/summit-bar-and-terrace-conrad-i%CC%87stanbul-bosphorus-be%C5%9Fikta%C5%9F-merkez-istanbul/info,
186,,,,,,Taksim,https://www.zomato.com/istanbul/eataly-levaz%C4%B1m-istanbul/info,
187,,,,,,Taksim,https://www.zomato.com/istanbul/kap%C4%B1-karak%C3%B6y-karak%C3%B6y-istanbul/info,
188,,,,,,Taksim,https://www.zomato.com/istanbul/alancha-ma%C3%A7ka-istanbul/info,
189,,,,,,Taksim,https://www.zomato.com/istanbul-mittekarakoy/info,
190,,,,,,Taksim,https://www.zomato.com/istanbul/k%C3%BC%C3%A7%C3%BCk-kul%C3%BCp-1-ni%C5%9Fanta%C5%9F%C4%B1-istanbul/info,
191,,,,,,Taksim,https://www.zomato.com/istanbul/212-bar-restaurant-renaissance-istanbul-bosphorus-hotel-gayrettepe-merkez-istanbul/info,
192,,,,,,Taksim,https://www.zomato.com/istanbul/long-bar-raffles-i%CC%87stanbul-levaz%C4%B1m-istanbul/info,
193,,,,,,Taksim,https://www.zomato.com/istanbul/madame-feronia-meyhanesi-ni%C5%9Fanta%C5%9F%C4%B1-istanbul/info,
194,,,,,,Taksim,https://www.zomato.com/istanbul/duble-meze-bar-karak%C3%B6y-istanbul/info,
195,,,,,,Taksim,https://www.zomato.com/istanbul/dusiko-meyhane-1-akaretler-istanbul/info,
196,,,,,,Taksim,https://www.zomato.com/istanbul/cabbar-ni%C5%9Fanta%C5%9F%C4%B1-istanbul/info,
197,,,,,,Taksim,https://www.zomato.com/istanbul/secret-garden-w-hotel-istanbul-akaretler-istanbul/info,
198,,,,,,Taksim,https://www.zomato.com/istanbul/tek-duble-bomonti-bomonti-istanbul/info,
199,,,,,,Taksim,https://www.zomato.com/istanbul/dada-salon-kabarett-mecidiyek%C3%B6y-merkez-istanbul/info,
200,,,,,,Taksim,https://www.zomato.com/istanbul/monte-restaurant-piyalepa%C5%9Fa-istanbul/info,
201,,,,,,Taksim,https://www.zomato.com/istanbul/deraliye-ottoman-cuisine-restaurant-sura-hotel-sultanahmet-istanbul/info,
202,,,,,,Taksim,https://www.zomato.com/istanbul/hayat-memat-meyhanesi-1-be%C5%9Fikta%C5%9F-merkez-istanbul/info,
203,,,,,,Taksim,https://www.zomato.com/istanbul/develi-ni%C5%9Fanta%C5%9F%C4%B1-istanbul/info,
204,,,,,,Taksim,https://www.zomato.com/istanbul/t%C3%BCts%C3%BC-by-d%C3%BCvee-fulya-istanbul/info,
205,,,,,,Taksim,https://www.zomato.com/istanbul/borsa-l%C3%BCtfi-k%C4%B1rdar-harbiye-istanbul/info,
206,,,,,,Taksim,https://www.zomato.com/istanbul/g%C3%BCler-ocakba%C5%9F%C4%B1-restaurant-esentepe-istanbul/info,
207,,,,,,Taksim,https://www.zomato.com/istanbul/sezen-meyhanesi-be%C5%9Fikta%C5%9F-merkez-istanbul/info,
208,,,,,,Taksim,https://www.zomato.com/istanbul/her-alem-ocakba%C5%9F%C4%B1-esentepe-istanbul/info,
